question,answer
47 * (88 + 6),4418
47 + 77 * 37,2896
(10 + 96) * 76,8056
(97 + 94) * 97,18527
2 * 73 + 10,156
83 * 9 * 58,43326
(73 + 27) * 26,2600
70 + 55 * 14,840
77 + 22 + 77,176
73 - 58 * 21,-1145
67 + 80 * 8,707
47 - 97 - 56,-106
38 * (28 + 98),4788
(62 + 20) * 79,6478
77 + 11 + 73,161
56 - 85 - 64,-93
(89 + 65) * 75,11550
17 - 85 * 93,-7888
82 + 22 - 72,32
55 - 82 * 30,-2405
48 - 40 * 11,-392
82 + 61 + 43,186
22 * (24 + 59),1826
45 * 34 + 14,1544
4 + 3 + 67,74
45 + 52 * 41,2177
19 * 68 + 87,1379
95 + 23 * 50,1245
0 * 6 * 70,0
42 + 62 + 79,183
31 * 74 + 65,2359
24 + 75 * 30,2274
93 - 4 * 15,33
29 - 18 - 16,-5
16 + 58 - 25,49
92 * (71 + 91),14904
52 * 47 + 21,2465
81 * 94 * 68,517752
3 * 63 + 96,285
52 - 89 - 15,-52
11 * 67 * 9,6633
15 * 76 + 19,1159
50 + 70 + 95,215
81 + 95 + 40,216
(93 + 17) * 55,6050
72 * (45 + 30),5400
6 + 35 * 13,461
33 + 70 - 33,70
71 + 57 * 94,5429
94 + 78 + 62,234
12 + 8 * 51,420
18 * (27 + 19),828
95 - 8 * 89,-617
21 + 24 + 59,104
29 + 27 + 7,63
60 + 47 * 31,1517
1 * 58 + 43,101
76 * 35 * 24,63840
(36 + 75) * 15,1665
66 + 37 * 17,695
83 * 16 * 14,18592
28 + 66 + 8,102
61 - 98 - 55,-92
74 * 71 + 81,5335
28 * 90 + 58,2578
25 - 96 * 59,-5639
43 * 34 + 52,1514
41 - 86 * 88,-7527
0 + 88 + 15,103
32 + 85 + 93,210
6 * 69 * 90,37260
61 + 90 + 5,156
15 * 69 + 46,1081
34 - 1 * 95,-61
78 * (79 + 36),8970
86 * 65 + 3,5593
71 + 48 + 11,130
15 - 43 - 39,-67
79 - 22 * 47,-955
(70 + 94) * 26,4264
58 + 46 + 60,164
(30 + 95) * 31,3875
69 * (61 + 23),5796
14 - 42 * 15,-616
49 - 32 * 34,-1039
27 * 55 + 5,1490
25 + 96 - 91,30
(90 + 37) * 15,1905
57 * 13 * 10,7410
6 * 48 * 13,3744
6 - 98 - 55,-147
25 * 79 * 53,104675
(41 + 87) * 24,3072
19 - 14 * 87,-1199
82 - 46 * 96,-4334
68 * 70 * 55,261800
96 * 62 + 4,5956
72 + 93 * 88,8256
63 - 98 * 55,-5327
44 + 23 - 39,28
14 + 54 + 3,71
7 + 39 - 21,25
(23 + 58) * 86,6966
9 * 9 * 54,4374
85 - 26 - 85,-26
32 + 28 + 6,66
(12 + 10) * 51,1122
68 + 14 * 5,138
94 + 34 * 12,502
16 * (11 + 1),192
23 * 42 * 27,26082
29 * 92 * 1,2668
38 - 29 - 70,-61
51 * 76 + 48,3924
80 * 4 + 36,356
60 * 12 * 73,52560
43 - 15 * 1,28
(47 + 79) * 99,12474
13 - 6 * 97,-569
54 + 8 + 65,127
76 * (93 + 78),12996
54 * 73 * 98,386316
76 + 27 + 4,107
48 - 61 - 44,-57
5 * (86 + 30),580
43 * 13 + 31,590
87 * 24 * 14,29232
14 - 99 - 25,-110
46 * 74 * 7,23828
6 - 3 * 50,-144
54 * 21 + 66,1200
(86 + 35) * 70,8470
40 + 23 * 2,86
88 + 81 - 5,164
(46 + 4) * 52,2600
15 - 35 - 32,-52
39 + 5 * 83,454
81 - 72 - 98,-89
90 + 13 + 39,142
15 * 39 * 37,21645
73 + 52 - 46,79
41 + 46 + 91,178
17 + 87 * 42,3671
20 + 56 - 31,45
35 - 96 * 20,-1885
71 + 8 + 16,95
66 - 68 * 96,-6462
24 * (77 + 85),3888
(39 + 63) * 87,8874
97 * 64 + 93,6301
98 * 87 + 78,8604
(31 + 13) * 90,3960
73 - 51 - 83,-61
27 + 81 - 24,84
12 + 79 + 50,141
55 * 28 + 55,1595
88 + 3 + 29,120
30 * (51 + 73),3720
4 * 30 * 26,3120
29 * 32 + 8,936
45 * 71 * 94,300330
54 * 18 * 70,68040
50 + 0 - 91,-41
95 * 22 + 57,2147
(82 + 85) * 83,13861
3 + 60 * 58,3483
48 - 33 * 77,-2493
49 - 49 - 88,-88
95 - 30 - 18,47
56 * 74 + 83,4227
13 * 9 * 40,4680
(46 + 84) * 59,7670
43 + 11 - 44,10
3 * 26 * 34,2652
10 * (92 + 12),1040
74 * (99 + 34),9842
74 * (81 + 25),7844
67 * (74 + 69),9581
88 + 56 * 21,1264
68 - 62 - 76,-70
74 * (21 + 59),5920
33 + 82 * 20,1673
29 + 28 - 80,-23
(69 + 62) * 13,1703
81 + 45 - 41,85
80 - 71 * 46,-3186
(65 + 57) * 27,3294
31 + 35 - 39,27
(70 + 16) * 56,4816
81 + 61 - 3,139
63 * 65 + 74,4169
96 + 70 - 59,107
32 - 36 - 69,-73
52 - 65 - 35,-48
55 - 42 * 74,-3053
(35 + 77) * 75,8400
42 + 74 - 29,87
93 * (84 + 39),11439
71 * (34 + 61),6745
67 * 98 * 40,262640
84 * 21 * 82,144648
92 * 3 * 92,25392
78 + 73 - 89,62
79 + 26 - 40,65
64 * 36 + 1,2305
8 + 64 * 62,3976
94 - 33 * 38,-1160
75 + 19 - 96,-2
23 + 36 + 73,132
85 - 17 - 4,64
13 + 75 - 3,85
38 + 62 - 46,54
98 + 75 + 26,199
96 + 24 + 11,131
66 + 23 - 16,73
72 + 21 - 63,30
68 - 24 - 63,-19
18 + 20 + 98,136
(41 + 99) * 95,13300
65 - 14 * 75,-985
0 + 83 * 56,4648
47 - 39 - 79,-71
(48 + 26) * 50,3700
(94 + 60) * 92,14168
50 + 90 + 78,218
83 + 45 - 74,54
73 - 17 - 45,11
5 + 71 + 74,150
81 - 11 * 66,-645
(65 + 74) * 83,11537
96 * (9 + 78),8352
7 - 86 * 3,-251
43 * 20 * 72,61920
22 - 20 * 88,-1738
42 * (27 + 54),3402
74 * 74 * 37,202612
74 * (81 + 75),11544
39 * (35 + 71),4134
(86 + 40) * 4,504
64 + 23 * 68,1628
40 + 13 - 94,-41
44 + 8 + 41,93
89 * 98 + 39,8761
0 - 41 * 91,-3731
68 + 59 * 96,5732
7 - 0 * 35,7
10 - 19 * 11,-199
7 * 29 + 53,256
45 * 70 * 20,63000
26 + 10 - 91,-55
64 * (19 + 93),7168
52 - 66 * 37,-2390
92 - 99 - 54,-61
12 + 91 + 19,122
29 + 77 - 9,97
(93 + 65) * 85,13430
44 - 0 - 69,-25
64 + 40 + 54,158
49 * 72 + 68,3596
33 * (46 + 33),2607
78 - 66 * 61,-3948
21 * 17 + 5,362
74 + 70 + 4,148
80 * 85 + 20,6820
(48 + 92) * 70,9800
21 * 47 * 92,90804
3 - 76 - 74,-147
43 * (41 + 58),4257
47 + 13 - 96,-36
20 * 3 * 2,120
49 * (84 + 70),7546
(70 + 89) * 29,4611
17 - 42 * 34,-1411
10 * 45 * 14,6300
41 * (76 + 35),4551
46 * (13 + 51),2944
37 + 81 - 86,32
87 * 4 * 78,27144
(98 + 9) * 98,10486
65 * 99 + 6,6441
1 * 70 + 46,116
1 - 77 - 7,-83
8 * 47 + 45,421
69 * (63 + 17),5520
(94 + 66) * 65,10400
56 + 38 * 13,550
(57 + 88) * 52,7540
23 - 5 - 73,-55
94 * 89 + 72,8438
20 + 20 * 31,640
65 * 97 * 27,170235
70 + 32 * 47,1574
62 + 16 + 21,99
(94 + 22) * 61,7076
41 + 34 - 84,-9
(10 + 9) * 77,1463
16 * 22 + 38,390
(0 + 23) * 87,2001
90 - 79 * 43,-3307
77 + 93 - 37,133
14 + 46 * 47,2176
(7 + 19) * 43,1118
(63 + 60) * 49,6027
23 * 98 + 33,2287
(93 + 96) * 30,5670
34 - 96 * 57,-5438
29 * (73 + 38),3219
32 * (86 + 15),3232
(18 + 40) * 90,5220
42 + 32 * 1,74
90 - 27 * 96,-2502
67 + 98 * 11,1145
(1 + 55) * 7,392
86 * (82 + 52),11524
(87 + 60) * 35,5145
15 - 11 - 6,-2
26 + 99 * 91,9035
8 * (61 + 16),616
7 + 24 * 72,1735
64 + 16 - 58,22
26 + 17 - 41,2
42 + 74 * 60,4482
(43 + 34) * 91,7007
35 + 22 * 10,255
(33 + 60) * 39,3627
55 + 70 * 83,5865
49 - 52 * 80,-4111
45 + 78 * 86,6753
(70 + 81) * 3,453
27 - 17 - 92,-82
11 + 94 - 71,34
51 + 95 * 37,3566
7 - 10 * 79,-783
89 - 17 - 98,-26
22 * 95 + 61,2151
13 * (57 + 6),819
56 + 46 + 8,110
89 * 90 * 3,24030
17 * 39 * 63,41769
54 * 34 * 18,33048
40 * 75 * 60,180000
48 + 75 * 95,7173
77 + 43 * 33,1496
85 * 97 * 95,783275
69 + 29 + 48,146
8 * 4 * 24,768
19 + 51 - 77,-7
41 + 47 + 62,150
56 * 69 * 28,108192
1 + 64 * 67,4289
56 * 2 + 52,164
81 - 92 - 20,-31
24 + 30 * 9,294
92 * 32 * 20,58880
75 - 62 - 83,-70
53 + 94 - 48,99
7 + 38 + 8,53
28 + 41 - 20,49
48 + 9 * 28,300
12 + 82 + 15,109
7 + 85 - 89,3
76 + 24 - 14,86
34 - 75 * 72,-5366
31 * 5 + 81,236
85 - 25 * 40,-915
13 + 76 * 50,3813
81 * (25 + 31),4536
4 + 39 + 66,109
45 * 95 * 58,247950
1 - 24 * 66,-1583
(63 + 42) * 69,7245
25 + 43 - 80,-12
90 + 53 - 68,75
88 * (51 + 58),9592
14 - 9 - 6,-1
94 - 51 - 46,-3
57 * 44 + 49,2557
76 + 62 + 49,187
88 * (92 + 47),12232
21 * (75 + 60),2835
61 * 99 * 18,108702
84 * 64 * 40,215040
(34 + 94) * 23,2944
20 + 56 * 69,3884
35 * 20 + 92,792
51 + 99 * 6,645
56 - 80 * 64,-5064
23 - 19 - 72,-68
48 + 93 * 37,3489
8 * (30 + 41),568
(66 + 46) * 87,9744
55 + 95 * 25,2430
68 + 66 - 63,71
92 - 21 * 56,-1084
86 + 95 - 66,115
57 + 77 * 52,4061
28 * 26 * 40,29120
47 * (3 + 83),4042
81 - 4 - 38,39
90 - 64 - 46,-20
64 + 84 - 40,108
86 + 36 - 79,43
4 - 80 - 87,-163
50 + 54 * 85,4640
43 + 0 * 16,43
2 * (94 + 12),212
30 * (66 + 6),2160
27 * 96 * 96,248832
14 + 15 * 65,989
83 - 1 * 6,77
38 + 38 - 69,7
89 * 29 + 33,2614
5 + 38 * 30,1145
(9 + 45) * 95,5130
24 + 28 - 31,21
34 + 81 - 13,102
93 * (26 + 48),6882
85 * 80 * 96,652800
80 - 68 * 98,-6584
82 + 15 + 77,174
17 + 93 * 21,1970
92 - 27 * 29,-691
58 * 3 + 46,220
(4 + 94) * 59,5782
71 * (81 + 99),12780
21 + 71 - 47,45
90 - 12 * 25,-210
13 * 36 * 63,29484
73 * 61 + 24,4477
7 + 74 * 43,3189
24 + 9 - 38,-5
53 + 72 - 70,55
58 - 87 * 66,-5684
91 * (5 + 62),6097
47 - 83 * 87,-7174
21 + 38 * 33,1275
71 + 95 + 16,182
46 * (31 + 22),2438
60 + 46 - 33,73
92 - 88 * 72,-6244
27 * 9 + 70,313
65 + 57 + 22,144
30 + 90 + 22,142
(49 + 6) * 11,605
88 - 25 * 62,-1462
5 + 87 + 46,138
(58 + 74) * 39,5148
77 * 92 * 84,595056
20 + 31 - 61,-10
15 + 76 * 95,7235
89 + 98 + 99,286
75 * 27 + 29,2054
13 * 98 * 7,8918
55 + 38 * 43,1689
98 * (96 + 24),11760
(13 + 96) * 73,7957
5 - 75 * 93,-6970
(94 + 3) * 70,6790
(76 + 40) * 13,1508
20 * 31 * 69,42780
75 * 49 + 37,3712
7 + 72 * 60,4327
11 + 85 * 27,2306
47 + 48 * 53,2591
0 + 28 * 13,364
83 + 64 - 37,110
72 + 33 + 88,193
(61 + 68) * 88,11352
6 + 10 * 20,206
3 * (40 + 45),255
89 * 53 * 18,84906
79 + 58 - 55,82
79 + 92 - 92,79
(21 + 44) * 77,5005
(23 + 80) * 99,10197
65 - 95 * 30,-2785
81 + 6 + 38,125
6 + 31 * 14,440
32 * 40 + 11,1291
46 + 88 - 29,105
88 - 71 - 63,-46
26 * 91 * 61,144326
98 * 89 + 40,8762
22 * 99 + 13,2191
38 - 37 - 18,-17
(7 + 13) * 63,1260
9 + 57 + 88,154
60 + 59 * 97,5783
56 + 29 + 20,105
56 + 94 - 81,69
14 * 47 * 46,30268
14 * 43 * 39,23478
0 - 12 - 24,-36
(46 + 38) * 14,1176
41 + 3 + 86,130
91 - 10 * 2,71
27 * 71 + 81,1998
12 - 21 - 48,-57
11 + 99 - 25,85
14 * (58 + 90),2072
94 * 45 + 1,4231
35 * (40 + 41),2835
42 * (97 + 22),4998
62 * 97 * 67,402938
18 + 68 * 86,5866
(10 + 94) * 49,5096
71 - 16 * 2,39
53 + 82 + 4,139
23 + 5 - 97,-69
43 + 87 * 67,5872
76 - 73 - 75,-72
58 + 19 * 40,818
55 + 79 - 9,125
(49 + 51) * 46,4600
85 * 74 + 90,6380
26 - 45 * 17,-739
56 + 67 + 78,201
0 * (37 + 1),0
26 * 95 + 13,2483
93 + 75 - 66,102
55 + 87 - 67,75
0 + 85 * 38,3230
10 + 90 - 86,14
82 + 29 + 4,115
39 * 65 + 64,2599
54 * 80 * 46,198720
(4 + 88) * 62,5704
84 - 62 - 10,12
35 - 71 * 13,-888
88 - 79 * 55,-4257
60 * 87 + 63,5283
41 + 36 * 1,77
99 * (67 + 81),14652
77 - 10 - 80,-13
52 * 81 + 3,4215
46 + 35 * 49,1761
(84 + 89) * 55,9515
93 + 10 - 30,73
33 * 75 * 34,84150
44 - 72 - 82,-110
(14 + 87) * 70,7070
7 * 0 + 98,98
(16 + 29) * 47,2115
(1 + 52) * 88,4664
14 - 60 - 23,-69
(86 + 62) * 26,3848
31 + 56 * 94,5295
6 * (75 + 3),468
82 * (96 + 14),9020
61 - 7 * 91,-576
(34 + 49) * 50,4150
41 + 7 * 81,608
56 + 27 * 74,2054
55 * (76 + 60),7480
55 + 1 - 26,30
49 * 60 * 76,223440
8 * 65 + 43,563
47 + 45 + 50,142
75 + 0 * 9,75
34 - 89 - 19,-74
67 + 85 + 49,201
31 - 8 - 62,-39
68 + 25 * 9,293
23 * 68 * 69,107916
3 - 41 - 80,-118
75 - 52 - 8,15
71 * 11 + 95,876
73 * 73 + 75,5404
34 * 40 * 8,10880
52 * (72 + 23),4940
(36 + 36) * 20,1440
89 + 68 - 37,120
32 + 80 + 53,165
48 * 35 * 25,42000
78 * 76 * 5,29640
48 + 94 + 60,202
61 - 69 - 27,-35
50 + 98 * 83,8184
90 * 32 + 46,2926
91 - 4 * 68,-181
0 + 30 - 16,14
24 + 13 - 59,-22
41 - 64 * 40,-2519
97 * (20 + 13),3201
77 + 86 + 52,215
27 + 36 * 57,2079
(3 + 21) * 37,888
12 + 60 * 19,1152
18 + 37 - 33,22
10 + 8 - 35,-17
35 + 19 + 96,150
40 + 74 - 81,33
68 + 19 * 9,239
57 + 58 - 97,18
47 + 26 + 51,124
78 + 81 - 30,129
40 + 52 - 53,39
52 + 77 + 14,143
27 - 32 * 64,-2021
47 + 30 - 50,27
7 + 78 * 64,4999
(36 + 13) * 48,2352
55 - 74 - 53,-72
(60 + 24) * 5,420
7 * 9 + 78,141
21 - 75 * 59,-4404
77 * 48 * 92,340032
86 * 47 * 31,125302
7 + 84 - 52,39
35 + 26 * 42,1127
60 * (80 + 3),4980
14 * 3 + 95,137
22 - 19 - 16,-13
4 + 36 * 74,2668
67 * (41 + 56),6499
13 + 82 + 91,186
(28 + 92) * 48,5760
87 * (63 + 75),12006
36 * 73 * 26,68328
47 + 14 + 75,136
67 * 98 * 17,111622
50 - 41 - 55,-46
12 * (67 + 15),984
76 - 50 - 37,-11
62 * 80 + 28,4988
(73 + 23) * 5,480
5 + 43 - 70,-22
95 * (94 + 88),17290
68 - 27 * 84,-2200
37 - 0 - 61,-24
88 + 68 + 16,172
73 - 32 * 13,-343
(66 + 36) * 77,7854
84 + 96 + 80,260
94 + 7 * 88,710
35 * 47 * 38,62510
73 - 48 * 99,-4679
48 * 80 + 22,3862
35 + 50 + 37,122
16 - 92 - 46,-122
(59 + 16) * 9,675
(73 + 5) * 64,4992
1 - 49 - 91,-139
11 * 84 * 44,40656
76 + 24 * 15,436
32 + 53 - 5,80
29 - 69 - 88,-128
23 + 58 - 53,28
47 + 90 * 6,587
23 + 72 * 68,4919
63 + 72 + 33,168
23 - 47 - 55,-79
(22 + 11) * 65,2145
(50 + 61) * 97,10767
38 - 20 - 49,-31
14 * (68 + 11),1106
76 - 56 * 35,-1884
(4 + 97) * 2,202
40 * (22 + 24),1840
(93 + 0) * 16,1488
3 * (19 + 0),57
51 * (39 + 15),2754
31 + 44 * 24,1087
6 + 97 * 38,3692
(0 + 4) * 51,204
20 * 35 * 18,12600
65 * 48 + 20,3140
43 + 65 - 93,15
46 * 61 + 34,2840
0 + 47 - 61,-14
46 * 72 + 21,3333
84 * 10 + 14,854
96 * 95 * 53,483360
40 * 11 * 90,39600
(45 + 53) * 81,7938
45 + 4 + 45,94
99 + 99 * 12,1287
16 + 26 - 53,-11
39 - 16 - 65,-42
(79 + 12) * 38,3458
(75 + 74) * 70,10430
25 + 82 - 63,44
82 * 47 * 95,366130
25 * 63 * 40,63000
10 + 65 - 19,56
52 * (3 + 65),3536
66 + 13 * 37,547
21 - 9 - 11,1
31 * 88 + 8,2736
(40 + 51) * 5,455
69 - 7 * 32,-155
27 - 14 - 15,-2
37 - 33 - 67,-63
38 - 83 - 37,-82
37 + 28 + 85,150
17 + 42 - 35,24
48 + 91 - 38,101
90 * (4 + 69),6570
35 * 18 + 0,630
70 + 66 * 49,3304
21 * 42 + 62,944
47 - 0 - 10,37
70 * 33 * 60,138600
13 - 93 * 90,-8357
76 * 44 * 10,33440
62 - 55 * 27,-1423
1 + 73 - 46,28
(77 + 64) * 15,2115
(35 + 76) * 97,10767
27 + 66 - 88,5
20 - 78 - 8,-66
1 - 94 - 46,-139
86 - 10 * 50,-414
(50 + 27) * 74,5698
9 * (7 + 13),180
(99 + 64) * 75,12225
87 + 37 - 89,35
79 * 21 * 36,59724
(41 + 32) * 63,4599
4 + 74 + 76,154
94 * 85 + 88,8078
21 * (98 + 16),2394
44 - 67 * 69,-4579
70 + 15 * 43,715
(90 + 66) * 32,4992
14 * 12 + 55,223
96 + 72 - 9,159
44 - 10 * 75,-706
95 + 19 * 27,608
97 * 65 + 80,6385
47 + 81 - 22,106
44 * (3 + 43),2024
21 * 14 + 32,326
70 * 14 * 38,37240
(63 + 55) * 23,2714
(63 + 93) * 23,3588
7 * 71 * 35,17395
68 * 46 + 34,3162
32 + 60 - 10,82
20 * 86 + 36,1756
82 + 36 - 57,61
72 - 3 * 59,-105
90 * 42 * 50,189000
(0 + 68) * 30,2040
4 * (81 + 21),408
6 * 48 * 23,6624
16 + 80 * 29,2336
99 - 60 * 1,39
77 * 83 + 37,6428
56 + 52 * 58,3072
98 + 6 + 90,194
93 * 66 * 75,460350
23 - 43 - 40,-60
75 + 3 - 30,48
97 * 99 * 65,624195
18 * 24 * 92,39744
37 - 97 * 91,-8790
32 * 71 * 48,109056
(65 + 29) * 56,5264
22 + 34 * 5,192
8 + 12 * 99,1196
36 * 45 + 79,1699
21 * 78 + 52,1690
66 * 35 + 36,2346
54 * 86 * 49,227556
29 + 66 * 86,5705
85 - 37 - 17,31
15 + 60 * 51,3075
5 - 60 - 48,-103
(86 + 48) * 46,6164
86 + 95 + 96,277
93 + 23 - 16,100
8 - 35 * 73,-2547
75 * 88 * 12,79200
73 + 86 * 58,5061
13 + 69 + 2,84
61 + 66 * 19,1315
38 * (85 + 51),5168
19 - 73 * 22,-1587
78 + 49 - 84,43
12 + 1 * 68,80
96 + 64 * 53,3488
22 * 65 + 92,1522
81 * 8 + 95,743
3 + 22 - 75,-50
82 * 12 * 41,40344
25 + 10 + 80,115
(0 + 20) * 50,1000
55 * 85 + 55,4730
58 - 91 - 61,-94
(15 + 23) * 44,1672
(44 + 5) * 22,1078
(62 + 20) * 79,6478
3 - 99 * 21,-2076
74 + 95 - 73,96
33 - 71 * 70,-4937
64 + 57 * 50,2914
79 + 80 * 43,3519
17 - 71 - 20,-74
23 + 10 - 1,32
23 - 76 * 52,-3929
34 + 94 * 65,6144
16 - 96 * 86,-8240
66 + 73 * 16,1234
50 + 51 + 98,199
88 + 43 + 93,224
93 * 56 + 15,5223
19 + 60 * 64,3859
66 * (20 + 31),3366
55 * 90 + 16,4966
24 * 14 * 50,16800
53 + 84 * 89,7529
89 + 73 - 46,116
94 * 33 + 8,3110
5 - 21 * 22,-457
21 + 24 + 55,100
15 + 75 + 18,108
9 + 52 + 48,109
26 * (98 + 23),3146
37 + 75 + 83,195
15 * (35 + 89),1860
68 * (55 + 25),5440
5 + 58 + 69,132
52 + 74 - 43,83
89 - 82 * 38,-3027
89 + 73 - 94,68
51 + 34 - 74,11
(62 + 34) * 47,4512
67 - 80 * 85,-6733
23 + 82 + 56,161
20 + 21 + 79,120
78 * 81 * 69,435942
16 - 14 * 71,-978
0 * 0 * 36,0
88 * 31 * 50,136400
66 * 21 + 53,1439
24 - 62 - 54,-92
7 - 90 - 44,-127
15 * 95 + 60,1485
32 * 19 * 66,40128
71 + 49 - 43,77
58 * (44 + 80),7192
33 * 30 + 8,998
79 + 65 + 27,171
29 + 72 * 63,4565
92 + 65 - 15,142
54 * 85 * 0,0
40 * 75 + 5,3005
38 - 31 - 66,-59
76 - 11 * 23,-177
64 + 29 - 98,-5
55 * (10 + 96),5830
26 - 66 * 55,-3604
23 * (55 + 75),2990
(23 + 43) * 23,1518
(13 + 61) * 25,1850
47 + 0 + 99,146
32 * 33 + 70,1126
98 * (55 + 63),11564
89 - 9 * 16,-55
30 + 27 - 9,48
32 + 85 - 1,116
39 - 78 * 74,-5733
93 * 62 + 99,5865
(25 + 32) * 48,2736
45 + 60 * 45,2745
59 * 47 + 53,2826
97 - 32 * 54,-1631
91 - 92 - 49,-50
78 - 13 - 30,35
7 + 40 - 76,-29
7 - 15 * 26,-383
61 + 44 * 89,3977
47 * (80 + 30),5170
63 + 10 * 16,223
39 - 77 - 59,-97
99 + 56 * 60,3459
59 * (17 + 39),3304
13 * (45 + 78),1599
90 + 58 + 83,231
82 * 77 + 46,6360
42 * 55 * 85,196350
72 + 76 - 52,96
(57 + 7) * 43,2752
5 + 71 + 91,167
(18 + 8) * 56,1456
(60 + 93) * 89,13617
(41 + 77) * 40,4720
49 * 70 + 20,3450
22 + 22 * 79,1760
69 - 67 * 51,-3348
13 + 20 + 8,41
26 + 30 + 88,144
26 - 5 * 92,-434
35 * (0 + 78),2730
95 * (99 + 57),14820
74 - 93 * 82,-7552
45 + 40 + 38,123
20 * (21 + 92),2260
(47 + 57) * 68,7072
35 + 31 * 7,252
74 * (76 + 62),10212
94 - 79 * 93,-7253
5 - 46 - 9,-50
43 - 94 * 32,-2965
2 - 16 - 34,-48
84 * 71 + 26,5990
77 - 75 * 41,-2998
12 * (2 + 51),636
1 * 75 + 85,160
57 + 49 * 97,4810
85 * (37 + 82),10115
91 * 97 + 87,8914
42 + 94 * 93,8784
41 * (20 + 63),3403
1 + 78 * 55,4291
76 + 51 - 35,92
51 + 85 * 28,2431
79 * 99 + 88,7909
18 * (75 + 94),3042
(30 + 91) * 6,726
76 + 98 + 68,242
16 + 57 - 7,66
42 - 64 - 88,-110
90 + 97 - 85,102
51 - 0 - 40,11
94 + 64 + 56,214
14 + 85 + 76,175
87 + 72 - 91,68
8 + 21 + 69,98
45 + 10 - 66,-11
28 - 10 * 90,-872
45 + 19 - 68,-4
51 + 6 + 36,93
92 * 98 + 22,9038
10 - 62 - 42,-94
33 * 15 + 52,547
(53 + 40) * 23,2139
10 - 69 * 14,-956
91 + 78 * 19,1573
37 - 33 * 81,-2636
0 - 97 - 56,-153
2 - 27 * 51,-1375
7 + 56 * 29,1631
0 - 77 * 11,-847
96 + 98 + 78,272
64 + 34 - 26,72
29 - 79 - 68,-118
9 - 76 * 39,-2955
13 * 55 * 32,22880
68 - 33 * 90,-2902
92 + 73 * 67,4983
54 * (89 + 87),9504
74 * 32 * 70,165760
88 - 5 - 88,-5
39 * (90 + 61),5889
(21 + 30) * 42,2142
62 + 7 + 52,121
(75 + 93) * 92,15456
60 * 33 * 14,27720
26 + 94 + 74,194
16 + 66 + 70,152
34 + 12 * 82,1018
12 + 19 * 72,1380
61 + 29 + 87,177
0 - 74 - 46,-120
6 + 66 * 7,468
83 * (23 + 85),8964
50 + 62 * 99,6188
21 + 19 + 94,134
64 + 73 - 31,106
86 * 59 * 84,426216
14 * 31 + 22,456
68 * (83 + 86),11492
82 + 46 + 44,172
43 + 71 + 76,190
(72 + 78) * 11,1650
33 - 8 * 86,-655
44 * 44 + 39,1975
(81 + 21) * 85,8670
52 - 17 - 0,35
(26 + 73) * 92,9108
68 - 77 * 39,-2935
99 * 76 * 38,285912
15 * (68 + 99),2505
29 * 54 * 38,59508
23 * 14 * 57,18354
14 + 52 - 93,-27
17 * 22 + 42,416
35 * 6 + 30,240
4 * 19 + 50,126
42 + 87 - 94,35
36 * 18 * 54,34992
(83 + 54) * 22,3014
97 + 7 * 27,286
22 - 20 - 44,-42
12 * (32 + 69),1212
24 * 88 + 23,2135
23 + 8 * 38,327
31 + 65 * 23,1526
3 + 89 * 43,3830
42 * (39 + 81),5040
84 - 85 - 98,-99
(41 + 92) * 80,10640
43 + 12 + 47,102
14 * (66 + 13),1106
56 * (46 + 27),4088
88 * 66 * 26,151008
48 + 11 + 19,78
1 + 80 - 49,32
73 - 73 - 96,-96
5 - 21 * 40,-835
25 - 43 - 13,-31
96 + 47 - 74,69
(33 + 2) * 13,455
5 - 72 * 16,-1147
55 - 63 - 30,-38
10 * 61 * 62,37820
1 - 83 * 31,-2572
74 + 18 - 91,1
42 + 83 + 61,186
14 + 18 * 79,1436
55 * 77 + 74,4309
66 - 0 * 16,66
90 * 89 * 32,256320
52 * (97 + 52),7748
80 - 92 * 15,-1300
12 + 83 - 95,0
12 + 17 + 23,52
(1 + 71) * 58,4176
62 * 43 + 6,2672
37 + 98 - 58,77
44 + 23 + 38,105
71 + 43 * 18,845
53 * 14 * 42,31164
96 - 67 * 17,-1043
46 - 55 * 68,-3694
57 * 64 * 48,175104
72 + 33 + 82,187
40 + 94 - 60,74
97 * 62 + 52,6066
83 + 64 * 43,2835
83 * 60 * 10,49800
34 + 7 + 35,76
71 * 79 + 3,5612
0 + 73 * 54,3942
42 + 53 + 78,173
(71 + 69) * 62,8680
92 + 69 * 22,1610
47 + 87 + 13,147
30 * 5 + 65,215
66 * 97 + 72,6474
8 * 39 + 60,372
69 - 1 * 6,63
75 - 47 - 23,5
48 + 8 * 49,440
51 - 45 * 8,-309
24 - 4 * 27,-84
6 - 0 * 13,6
31 * 28 + 76,944
82 * 51 + 97,4279
3 - 81 - 32,-110
2 - 64 - 15,-77
44 + 95 * 15,1469
(14 + 75) * 82,7298
15 * 65 + 22,997
26 + 87 + 44,157
95 * (95 + 86),17195
31 * 17 * 40,21080
57 * 30 * 41,70110
5 * 51 * 0,0
91 * 71 + 22,6483
(26 + 96) * 57,6954
(28 + 82) * 65,7150
28 * 2 * 23,1288
(12 + 64) * 64,4864
78 * 55 * 73,313170
41 * (86 + 72),6478
68 + 97 * 40,3948
64 - 97 * 29,-2749
54 + 92 * 82,7598
71 * 61 + 60,4391
93 * 6 + 69,627
78 - 3 * 3,69
58 - 58 * 4,-174
16 + 4 + 28,48
39 - 21 - 47,-29
56 + 73 - 13,116
18 * (84 + 59),2574
